,Country,League,Date,Local,Local Goals,Away Goals,Away
1044,Germany,Bundesliga,19-08-2022,Union Berlin,2,1,RB Leipzig
1045,Germany,Bundesliga,11-11-2022,Werder Bremen,1,2,RB Leipzig
1046,Germany,Bundesliga,23-01-2023,Schalke 04,1,6,RB Leipzig
1047,Germany,Bundesliga,17-02-2023,Wolfsburg,0,3,RB Leipzig
1048,Germany,Bundesliga,26-08-2022,Schalke 04,1,6,Union Berlin
1049,Germany,Bundesliga,09-02-2023,Schalke 04,0,0,Wolfsburg
1050,Germany,Bundesliga,24-02-2023,Schalke 04,2,1,Stuttgart
1051,Germany,Bundesliga,28-04-2023,Schalke 04,2,1,Werder Bremen
1052,Germany,Bundesliga,19-08-2022,Wolfsburg,0,0,Schalke 04
1053,Germany,Bundesliga,02-09-2022,Stuttgart,1,1,Schalke 04
1054,Germany,Bundesliga,04-11-2022,Werder Bremen,2,1,Schalke 04
1055,Germany,Bundesliga,18-02-2023,Union Berlin,0,0,Schalke 04
1056,Germany,Bundesliga,08-10-2022,Stuttgart,0,1,Union Berlin
1057,Germany,Bundesliga,04-02-2023,Stuttgart,0,2,Werder Bremen
1058,Germany,Bundesliga,17-03-2023,Stuttgart,0,1,Wolfsburg
1059,Germany,Bundesliga,12-08-2022,Werder Bremen,2,2,Stuttgart
1060,Germany,Bundesliga,30-09-2022,Wolfsburg,3,2,Stuttgart
1061,Germany,Bundesliga,31-03-2023,Union Berlin,3,0,Stuttgart
1062,Germany,Bundesliga,17-09-2022,Union Berlin,2,0,Wolfsburg
1063,Germany,Bundesliga,26-05-2023,Union Berlin,1,0,Werder Bremen
1064,Germany,Bundesliga,24-01-2023,Werder Bremen,1,2,Union Berlin
1065,Germany,Bundesliga,11-03-2023,Wolfsburg,1,1,Union Berlin
1066,Germany,Bundesliga,27-01-2023,Werder Bremen,2,1,Wolfsburg
1067,Germany,Bundesliga,05-08-2022,Wolfsburg,2,2,Werder Bremen
1068,Italy,Serie A,20-08-2022,Atalanta,1,1,Milan
1069,Italy,Serie A,31-08-2022,Atalanta,3,1,Torino
1070,Italy,Serie A,10-09-2022,Atalanta,1,1,Cremonese
1071,Italy,Serie A,01-10-2022,Atalanta,1,0,Fiorentina
1072,Italy,Serie A,14-10-2022,Atalanta,2,1,Sassuolo
1073,Italy,Serie A,22-10-2022,Atalanta,0,2,Lazio
1074,Italy,Serie A,04-11-2022,Atalanta,1,2,Napoli
1075,Italy,Serie A,12-11-2022,Atalanta,2,3,Inter
1076,Italy,Serie A,14-01-2023,Atalanta,8,2,Salernitana
1077,Italy,Serie A,27-01-2023,Atalanta,2,0,Sampdoria
1078,Italy,Serie A,18-02-2023,Atalanta,1,2,Lecce
1079,Italy,Serie A,03-03-2023,Atalanta,0,0,Udinese
1080,Italy,Serie A,16-03-2023,Atalanta,2,1,Empoli
1081,Italy,Serie A,07-04-2023,Atalanta,0,2,Bologna
1082,Italy,Serie A,23-04-2023,Atalanta,3,1,Roma
1083,Italy,Serie A,02-05-2023,Atalanta,3,2,Spezia
1084,Italy,Serie A,06-05-2023,Atalanta,0,2,Juventus
1085,Italy,Serie A,19-05-2023,Atalanta,3,1,Verona
1086,Italy,Serie A,03-06-2023,Atalanta,5,2,Monza
1087,Italy,Serie A,12-08-2022,Sampdoria,0,2,Atalanta
1088,Italy,Serie A,27-08-2022,Verona,0,1,Atalanta
1089,Italy,Serie A,04-09-2022,Monza,0,2,Atalanta
1090,Italy,Serie A,17-09-2022,Roma,0,1,Atalanta
1091,Italy,Serie A,08-10-2022,Udinese,2,2,Atalanta
1092,Italy,Serie A,29-10-2022,Empoli,0,2,Atalanta
1093,Italy,Serie A,08-11-2022,Lecce,2,1,Atalanta
1094,Italy,Serie A,03-01-2023,Spezia,2,2,Atalanta
1095,Italy,Serie A,08-01-2023,Bologna,1,2,Atalanta
1096,Italy,Serie A,21-01-2023,Juventus,3,3,Atalanta
1097,Italy,Serie A,03-02-2023,Sassuolo,1,0,Atalanta
1098,Italy,Serie A,10-02-2023,Lazio,0,2,Atalanta
1099,Italy,Serie A,25-02-2023,Milan,2,0,Atalanta
1100,Italy,Serie A,10-03-2023,Napoli,2,0,Atalanta
1101,Italy,Serie A,31-03-2023,Cremonese,1,3,Atalanta
1102,Italy,Serie A,16-04-2023,Fiorentina,1,1,Atalanta
1103,Italy,Serie A,28-04-2023,Torino,1,2,Atalanta
1104,Italy,Serie A,12-05-2023,Salernitana,1,0,Atalanta
1105,Italy,Serie A,26-05-2023,Inter,3,2,Atalanta
1106,Italy,Serie A,20-08-2022,Bologna,1,1,Verona
1107,Italy,Serie A,31-08-2022,Bologna,1,1,Salernitana
1108,Italy,Serie A,10-09-2022,Bologna,2,1,Fiorentina
1109,Italy,Serie A,16-09-2022,Bologna,0,1,Empoli
1110,Italy,Serie A,07-10-2022,Bologna,1,1,Sampdoria
1111,Italy,Serie A,22-10-2022,Bologna,2,0,Lecce
1112,Italy,Serie A,05-11-2022,Bologna,2,1,Torino
1113,Italy,Serie A,11-11-2022,Bologna,3,0,Sassuolo
1114,Italy,Serie A,22-01-2023,Bologna,1,1,Cremonese
1115,Italy,Serie A,26-01-2023,Bologna,2,0,Spezia
1116,Italy,Serie A,11-02-2023,Bologna,0,1,Monza
1117,Italy,Serie A,25-02-2023,Bologna,1,0,Inter
1118,Italy,Serie A,10-03-2023,Bologna,0,0,Lazio
1119,Italy,Serie A,01-04-2023,Bologna,3,0,Udinese
1120,Italy,Serie A,14-04-2023,Bologna,1,1,Milan
1121,Italy,Serie A,29-04-2023,Bologna,1,1,Juventus
1122,Italy,Serie A,13-05-2023,Bologna,0,0,Roma
1123,Italy,Serie A,27-05-2023,Bologna,2,2,Napoli
1124,Italy,Serie A,13-08-2022,Lazio,2,1,Bologna
1125,Italy,Serie A,26-08-2022,Milan,2,0,Bologna
1126,Italy,Serie A,03-09-2022,Spezia,2,2,Bologna
1127,Italy,Serie A,01-10-2022,Juventus,3,0,Bologna
1128,Italy,Serie A,15-10-2022,Napoli,3,2,Bologna
1129,Italy,Serie A,30-10-2022,Monza,1,2,Bologna
1130,Italy,Serie A,08-11-2022,Inter,6,1,Bologna
1131,Italy,Serie A,03-01-2023,Roma,1,0,Bologna
1132,Italy,Serie A,14-01-2023,Udinese,1,2,Bologna
1133,Italy,Serie A,04-02-2023,Fiorentina,1,2,Bologna
1134,Italy,Serie A,17-02-2023,Sampdoria,1,2,Bologna
1135,Italy,Serie A,05-03-2023,Torino,1,0,Bologna
1136,Italy,Serie A,17-03-2023,Salernitana,2,2,Bologna
1137,Italy,Serie A,20-04-2023,Verona,2,1,Bologna
1138,Italy,Serie A,03-05-2023,Empoli,3,1,Bologna
1139,Italy,Serie A,07-05-2023,Sassuolo,1,1,Bologna
1140,Italy,Serie A,19-05-2023,Cremonese,1,5,Bologna
1141,Italy,Serie A,03-06-2023,Lecce,2,3,Bologna
1142,Italy,Serie A,26-08-2022,Cremonese,1,2,Torino
1143,Italy,Serie A,03-09-2022,Cremonese,0,0,Sassuolo
1144,Italy,Serie A,17-09-2022,Cremonese,0,4,Lazio
1145,Italy,Serie A,08-10-2022,Cremonese,1,4,Napoli
1146,Italy,Serie A,23-10-2022,Cremonese,0,1,Sampdoria
1147,Italy,Serie A,29-10-2022,Cremonese,0,0,Udinese
1148,Italy,Serie A,07-11-2022,Cremonese,0,0,Milan
1149,Italy,Serie A,03-01-2023,Cremonese,0,1,Juventus
1150,Italy,Serie A,13-01-2023,Cremonese,2,3,Monza
1151,Italy,Serie A,27-01-2023,Cremonese,1,2,Inter
1152,Italy,Serie A,03-02-2023,Cremonese,0,2,Lecce
1153,Italy,Serie A,27-02-2023,Cremonese,2,1,Roma
1154,Italy,Serie A,11-03-2023,Cremonese,0,2,Fiorentina
1155,Italy,Serie A,13-04-2023,Cremonese,1,0,Empoli
1156,Italy,Serie A,29-04-2023,Cremonese,1,1,Verona
1157,Italy,Serie A,05-05-2023,Cremonese,2,0,Spezia
1158,Italy,Serie A,02-06-2023,Cremonese,2,0,Salernitana
1159,Italy,Serie A,13-08-2022,Fiorentina,3,2,Cremonese
1160,Italy,Serie A,21-08-2022,Roma,1,0,Cremonese
1161,Italy,Serie A,29-08-2022,Inter,3,1,Cremonese
1162,Italy,Serie A,01-10-2022,Lecce,1,1,Cremonese
1163,Italy,Serie A,15-10-2022,Spezia,2,2,Cremonese
1164,Italy,Serie A,04-11-2022,Salernitana,2,2,Cremonese
1165,Italy,Serie A,10-11-2022,Empoli,2,0,Cremonese
1166,Italy,Serie A,08-01-2023,Verona,2,0,Cremonese
1167,Italy,Serie A,11-02-2023,Napoli,3,0,Cremonese
1168,Italy,Serie A,19-02-2023,Torino,2,2,Cremonese
1169,Italy,Serie A,05-03-2023,Sassuolo,3,2,Cremonese
1170,Italy,Serie A,17-03-2023,Monza,1,1,Cremonese
1171,Italy,Serie A,07-04-2023,Sampdoria,2,3,Cremonese
1172,Italy,Serie A,22-04-2023,Udinese,3,0,Cremonese
1173,Italy,Serie A,02-05-2023,Milan,1,1,Cremonese
1174,Italy,Serie A,13-05-2023,Juventus,2,0,Cremonese
1175,Italy,Serie A,27-05-2023,Lazio,3,2,Cremonese
1176,Italy,Serie A,20-08-2022,Empoli,0,0,Fiorentina
1177,Italy,Serie A,30-08-2022,Empoli,1,1,Verona
1178,Italy,Serie A,11-09-2022,Empoli,1,2,Roma
1179,Italy,Serie A,30-09-2022,Empoli,1,3,Milan
1180,Italy,Serie A,14-10-2022,Empoli,1,0,Monza
1181,Italy,Serie A,04-11-2022,Empoli,1,0,Sassuolo
1182,Italy,Serie A,15-01-2023,Empoli,1,0,Sampdoria
1183,Italy,Serie A,27-01-2023,Empoli,2,2,Torino
1184,Italy,Serie A,10-02-2023,Empoli,2,2,Spezia
1185,Italy,Serie A,24-02-2023,Empoli,0,2,Napoli
1186,Italy,Serie A,10-03-2023,Empoli,0,1,Udinese
1187,Italy,Serie A,02-04-2023,Empoli,1,0,Lecce
1188,Italy,Serie A,22-04-2023,Empoli,0,3,Inter
1189,Italy,Serie A,07-05-2023,Empoli,2,1,Salernitana
1190,Italy,Serie A,21-05-2023,Empoli,4,1,Juventus
1191,Italy,Serie A,02-06-2023,Empoli,0,2,Lazio
1192,Italy,Serie A,13-08-2022,Spezia,1,0,Empoli
1193,Italy,Serie A,27-08-2022,Lecce,1,1,Empoli
1194,Italy,Serie A,04-09-2022,Salernitana,2,2,Empoli
1195,Italy,Serie A,08-10-2022,Torino,1,1,Empoli
1196,Italy,Serie A,20-10-2022,Juventus,4,0,Empoli
1197,Italy,Serie A,07-11-2022,Napoli,2,0,Empoli
1198,Italy,Serie A,03-01-2023,Udinese,1,1,Empoli
1199,Italy,Serie A,07-01-2023,Lazio,2,2,Empoli
1200,Italy,Serie A,22-01-2023,Inter,0,1,Empoli
1201,Italy,Serie A,03-02-2023,Roma,2,0,Empoli
1202,Italy,Serie A,18-02-2023,Fiorentina,1,1,Empoli
1203,Italy,Serie A,03-03-2023,Monza,2,1,Empoli
1204,Italy,Serie A,06-04-2023,Milan,0,0,Empoli
1205,Italy,Serie A,29-04-2023,Sassuolo,2,1,Empoli
1206,Italy,Serie A,14-05-2023,Sampdoria,1,1,Empoli
1207,Italy,Serie A,27-05-2023,Verona,1,1,Empoli
1208,Italy,Serie A,27-08-2022,Fiorentina,0,0,Napoli
1209,Italy,Serie A,02-09-2022,Fiorentina,1,1,Juventus
1210,Italy,Serie A,17-09-2022,Fiorentina,2,0,Verona
1211,Italy,Serie A,09-10-2022,Fiorentina,0,4,Lazio
1212,Italy,Serie A,21-10-2022,Fiorentina,3,4,Inter
1213,Italy,Serie A,08-11-2022,Fiorentina,2,1,Salernitana
1214,Italy,Serie A,03-01-2023,Fiorentina,1,1,Monza
1215,Italy,Serie A,06-01-2023,Fiorentina,2,1,Sassuolo
1216,Italy,Serie A,20-01-2023,Fiorentina,0,1,Torino
1217,Italy,Serie A,03-03-2023,Fiorentina,2,1,Milan
1218,Italy,Serie A,18-03-2023,Fiorentina,1,0,Lecce
1219,Italy,Serie A,07-04-2023,Fiorentina,1,1,Spezia
1220,Italy,Serie A,29-04-2023,Fiorentina,5,0,Sampdoria
1221,Italy,Serie A,13-05-2023,Fiorentina,2,0,Udinese
1222,Italy,Serie A,26-05-2023,Fiorentina,2,1,Roma
1223,Italy,Serie A,30-08-2022,Udinese,1,0,Fiorentina
1224,Italy,Serie A,16-10-2022,Lecce,1,1,Fiorentina
1225,Italy,Serie A,29-10-2022,Spezia,1,2,Fiorentina
1226,Italy,Serie A,05-11-2022,Sampdoria,0,2,Fiorentina
1227,Italy,Serie A,12-11-2022,Milan,2,1,Fiorentina
1228,Italy,Serie A,14-01-2023,Roma,2,0,Fiorentina
1229,Italy,Serie A,28-01-2023,Lazio,1,1,Fiorentina
1230,Italy,Serie A,11-02-2023,Juventus,1,0,Fiorentina
1231,Italy,Serie A,26-02-2023,Verona,0,3,Fiorentina
1232,Italy,Serie A,31-03-2023,Inter,0,1,Fiorentina
1233,Italy,Serie A,22-04-2023,Monza,3,2,Fiorentina
1234,Italy,Serie A,02-05-2023,Salernitana,3,3,Fiorentina
1235,Italy,Serie A,06-05-2023,Napoli,1,0,Fiorentina
1236,Italy,Serie A,20-05-2023,Torino,1,1,Fiorentina
1237,Italy,Serie A,01-06-2023,Sassuolo,1,3,Fiorentina
1238,Italy,Serie A,19-08-2022,Inter,3,0,Spezia
1239,Italy,Serie A,09-09-2022,Inter,1,0,Torino
1240,Italy,Serie A,30-09-2022,Inter,1,2,Roma
1241,Italy,Serie A,15-10-2022,Inter,2,0,Salernitana
1242,Italy,Serie A,28-10-2022,Inter,3,0,Sampdoria
1243,Italy,Serie A,03-01-2023,Inter,1,0,Napoli
1244,Italy,Serie A,13-01-2023,Inter,1,0,Verona
1245,Italy,Serie A,04-02-2023,Inter,1,0,Milan
1246,Italy,Serie A,17-02-2023,Inter,3,1,Udinese
1247,Italy,Serie A,04-03-2023,Inter,2,0,Lecce
1248,Italy,Serie A,18-03-2023,Inter,0,1,Juventus
1249,Italy,Serie A,14-04-2023,Inter,0,1,Monza
1250,Italy,Serie A,29-04-2023,Inter,3,1,Lazio
1251,Italy,Serie A,12-05-2023,Inter,4,2,Sassuolo
1252,Italy,Serie A,12-08-2022,Lecce,1,2,Inter
1253,Italy,Serie A,25-08-2022,Lazio,3,1,Inter
1254,Italy,Serie A,02-09-2022,Milan,3,2,Inter
1255,Italy,Serie A,17-09-2022,Udinese,3,1,Inter
1256,Italy,Serie A,07-10-2022,Sassuolo,1,2,Inter
1257,Italy,Serie A,05-11-2022,Juventus,2,0,Inter
1258,Italy,Serie A,06-01-2023,Monza,2,2,Inter
1259,Italy,Serie A,12-02-2023,Sampdoria,0,0,Inter
1260,Italy,Serie A,09-03-2023,Spezia,2,1,Inter
1261,Italy,Serie A,06-04-2023,Salernitana,1,1,Inter
1262,Italy,Serie A,02-05-2023,Verona,0,6,Inter
1263,Italy,Serie A,05-05-2023,Roma,0,2,Inter
1264,Italy,Serie A,20-05-2023,Napoli,3,1,Inter
1265,Italy,Serie A,02-06-2023,Torino,0,1,Inter
1266,Italy,Serie A,14-08-2022,Juventus,3,0,Sassuolo
1267,Italy,Serie A,26-08-2022,Juventus,1,1,Roma
1268,Italy,Serie A,30-08-2022,Juventus,2,0,Spezia
1269,Italy,Serie A,10-09-2022,Juventus,2,2,Salernitana
1270,Italy,Serie A,12-11-2022,Juventus,3,0,Lazio
1271,Italy,Serie A,06-01-2023,Juventus,1,0,Udinese
1272,Italy,Serie A,28-01-2023,Juventus,0,2,Monza
1273,Italy,Serie A,27-02-2023,Juventus,4,2,Torino
1274,Italy,Serie A,11-03-2023,Juventus,4,2,Sampdoria
1275,Italy,Serie A,31-03-2023,Juventus,1,0,Verona
1276,Italy,Serie A,22-04-2023,Juventus,0,1,Napoli
1277,Italy,Serie A,02-05-2023,Juventus,2,1,Lecce
1278,Italy,Serie A,27-05-2023,Juventus,0,1,Milan
1279,Italy,Serie A,21-08-2022,Sampdoria,0,0,Juventus
1280,Italy,Serie A,17-09-2022,Monza,1,0,Juventus
1281,Italy,Serie A,07-10-2022,Milan,2,0,Juventus
1282,Italy,Serie A,14-10-2022,Torino,0,1,Juventus
1283,Italy,Serie A,28-10-2022,Lecce,0,1,Juventus
1284,Italy,Serie A,09-11-2022,Verona,0,1,Juventus
1285,Italy,Serie A,12-01-2023,Napoli,5,1,Juventus
1286,Italy,Serie A,06-02-2023,Salernitana,0,3,Juventus
1287,Italy,Serie A,18-02-2023,Spezia,0,2,Juventus
1288,Italy,Serie A,04-03-2023,Roma,1,0,Juventus
1289,Italy,Serie A,07-04-2023,Lazio,2,1,Juventus
1290,Italy,Serie A,15-04-2023,Sassuolo,1,0,Juventus
1291,Italy,Serie A,03-06-2023,Udinese,0,1,Juventus
1292,Italy,Serie A,02-09-2022,Lazio,1,2,Napoli
1293,Italy,Serie A,10-09-2022,Lazio,2,0,Verona
1294,Italy,Serie A,01-10-2022,Lazio,4,0,Spezia
1295,Italy,Serie A,15-10-2022,Lazio,0,0,Udinese
1296,Italy,Serie A,29-10-2022,Lazio,1,3,Salernitana
1297,Italy,Serie A,09-11-2022,Lazio,1,0,Monza
1298,Italy,Serie A,23-01-2023,Lazio,4,0,Milan
1299,Italy,Serie A,26-02-2023,Lazio,1,0,Sampdoria
1300,Italy,Serie A,18-03-2023,Lazio,1,0,Roma
1301,Italy,Serie A,21-04-2023,Lazio,0,1,Torino
1302,Italy,Serie A,02-05-2023,Lazio,2,0,Sassuolo
1303,Italy,Serie A,11-05-2023,Lazio,2,2,Lecce
1304,Italy,Serie A,19-08-2022,Torino,0,0,Lazio
1305,Italy,Serie A,30-08-2022,Sampdoria,1,1,Lazio
1306,Italy,Serie A,05-11-2022,Roma,0,1,Lazio
1307,Italy,Serie A,03-01-2023,Lecce,2,1,Lazio
1308,Italy,Serie A,14-01-2023,Sassuolo,0,2,Lazio
1309,Italy,Serie A,05-02-2023,Verona,1,1,Lazio
1310,Italy,Serie A,18-02-2023,Salernitana,0,2,Lazio
1311,Italy,Serie A,02-03-2023,Napoli,0,1,Lazio
1312,Italy,Serie A,01-04-2023,Monza,0,2,Lazio
1313,Italy,Serie A,13-04-2023,Spezia,0,3,Lazio
1314,Italy,Serie A,05-05-2023,Milan,2,0,Lazio
1315,Italy,Serie A,20-05-2023,Udinese,0,1,Lazio
1316,Italy,Serie A,10-09-2022,Lecce,1,1,Monza
1317,Italy,Serie A,13-01-2023,Lecce,2,2,Milan
1318,Italy,Serie A,26-01-2023,Lecce,1,2,Salernitana
1319,Italy,Serie A,10-02-2023,Lecce,1,1,Roma
1320,Italy,Serie A,24-02-2023,Lecce,0,1,Sassuolo
1321,Italy,Serie A,11-03-2023,Lecce,0,2,Torino
1322,Italy,Serie A,06-04-2023,Lecce,1,2,Napoli
1323,Italy,Serie A,15-04-2023,Lecce,1,1,Sampdoria
1324,Italy,Serie A,27-04-2023,Lecce,1,0,Udinese
1325,Italy,Serie A,06-05-2023,Lecce,0,1,Verona
1326,Italy,Serie A,20-05-2023,Lecce,0,0,Spezia
1327,Italy,Serie A,19-08-2022,Sassuolo,1,0,Lecce
1328,Italy,Serie A,30-08-2022,Napoli,1,1,Lecce
1329,Italy,Serie A,04-09-2022,Torino,1,0,Lecce
1330,Italy,Serie A,15-09-2022,Salernitana,1,2,Lecce
1331,Italy,Serie A,08-10-2022,Roma,2,1,Lecce
1332,Italy,Serie A,03-11-2022,Udinese,1,1,Lecce
1333,Italy,Serie A,11-11-2022,Sampdoria,0,2,Lecce
1334,Italy,Serie A,07-01-2023,Spezia,0,0,Lecce
1335,Italy,Serie A,20-01-2023,Verona,2,0,Lecce
1336,Italy,Serie A,22-04-2023,Milan,2,0,Lecce
1337,Italy,Serie A,27-05-2023,Monza,0,1,Lecce
1338,Italy,Serie A,12-08-2022,Milan,4,2,Udinese
1339,Italy,Serie A,17-09-2022,Milan,1,2,Napoli
1340,Italy,Serie A,21-10-2022,Milan,4,1,Monza
1341,Italy,Serie A,04-11-2022,Milan,2,1,Spezia
1342,Italy,Serie A,07-01-2023,Milan,2,2,Roma
1343,Italy,Serie A,28-01-2023,Milan,2,5,Sassuolo
1344,Italy,Serie A,09-02-2023,Milan,1,0,Torino
1345,Italy,Serie A,12-03-2023,Milan,1,1,Salernitana
1346,Italy,Serie A,19-05-2023,Milan,5,1,Sampdoria
1347,Italy,Serie A,03-06-2023,Milan,3,1,Verona
1348,Italy,Serie A,29-08-2022,Sassuolo,0,0,Milan
1349,Italy,Serie A,09-09-2022,Sampdoria,1,2,Milan
1350,Italy,Serie A,15-10-2022,Verona,1,2,Milan
1351,Italy,Serie A,29-10-2022,Torino,2,1,Milan
1352,Italy,Serie A,03-01-2023,Salernitana,1,2,Milan
1353,Italy,Serie A,17-02-2023,Monza,0,1,Milan
1354,Italy,Serie A,17-03-2023,Udinese,3,1,Milan
1355,Italy,Serie A,01-04-2023,Napoli,0,4,Milan
1356,Italy,Serie A,28-04-2023,Roma,1,1,Milan
1357,Italy,Serie A,12-05-2023,Spezia,2,0,Milan
1358,Italy,Serie A,12-08-2022,Monza,1,2,Torino
1359,Italy,Serie A,25-08-2022,Monza,1,2,Udinese
1360,Italy,Serie A,08-10-2022,Monza,2,0,Spezia
1361,Italy,Serie A,05-11-2022,Monza,2,0,Verona
1362,Italy,Serie A,12-11-2022,Monza,3,0,Salernitana
1363,Italy,Serie A,21-01-2023,Monza,1,1,Sassuolo
1364,Italy,Serie A,05-02-2023,Monza,2,2,Sampdoria
1365,Italy,Serie A,02-05-2023,Monza,1,1,Roma
1366,Italy,Serie A,13-05-2023,Monza,2,0,Napoli
1367,Italy,Serie A,20-08-2022,Napoli,4,0,Monza
1368,Italy,Serie A,29-08-2022,Roma,3,0,Monza
1369,Italy,Serie A,01-10-2022,Sampdoria,0,3,Monza
1370,Italy,Serie A,25-02-2023,Salernitana,3,0,Monza
1371,Italy,Serie A,11-03-2023,Verona,1,1,Monza
1372,Italy,Serie A,07-04-2023,Udinese,2,2,Monza
1373,Italy,Serie A,27-04-2023,Spezia,0,2,Monza
1374,Italy,Serie A,06-05-2023,Torino,1,1,Monza
1375,Italy,Serie A,18-05-2023,Sassuolo,1,2,Monza
1376,Italy,Serie A,09-09-2022,Napoli,1,0,Spezia
1377,Italy,Serie A,30-09-2022,Napoli,3,1,Torino
1378,Italy,Serie A,28-10-2022,Napoli,4,0,Sassuolo
1379,Italy,Serie A,11-11-2022,Napoli,3,2,Udinese
1380,Italy,Serie A,28-01-2023,Napoli,2,1,Roma
1381,Italy,Serie A,14-04-2023,Napoli,0,0,Verona
1382,Italy,Serie A,29-04-2023,Napoli,1,1,Salernitana
1383,Italy,Serie A,03-06-2023,Napoli,2,0,Sampdoria
1384,Italy,Serie A,14-08-2022,Verona,2,5,Napoli
1385,Italy,Serie A,22-10-2022,Roma,0,1,Napoli
1386,Italy,Serie A,07-01-2023,Sampdoria,0,2,Napoli
1387,Italy,Serie A,20-01-2023,Salernitana,0,2,Napoli
1388,Italy,Serie A,04-02-2023,Spezia,0,3,Napoli
1389,Italy,Serie A,16-02-2023,Sassuolo,0,2,Napoli
1390,Italy,Serie A,18-03-2023,Torino,0,4,Napoli
1391,Italy,Serie A,03-05-2023,Udinese,1,1,Napoli
1392,Italy,Serie A,12-11-2022,Roma,1,1,Torino
1393,Italy,Serie A,18-02-2023,Roma,1,0,Verona
1394,Italy,Serie A,11-03-2023,Roma,3,4,Sassuolo
1395,Italy,Serie A,01-04-2023,Roma,3,0,Sampdoria
1396,Italy,Serie A,15-04-2023,Roma,3,0,Udinese
1397,Italy,Serie A,21-05-2023,Roma,2,2,Salernitana
1398,Italy,Serie A,03-06-2023,Roma,2,1,Spezia
1399,Italy,Serie A,13-08-2022,Salernitana,0,1,Roma
1400,Italy,Serie A,03-09-2022,Udinese,4,0,Roma
1401,Italy,Serie A,16-10-2022,Sampdoria,0,1,Roma
1402,Italy,Serie A,30-10-2022,Verona,1,3,Roma
1403,Italy,Serie A,08-11-2022,Sassuolo,1,1,Roma
1404,Italy,Serie A,21-01-2023,Spezia,0,2,Roma
1405,Italy,Serie A,07-04-2023,Torino,0,1,Roma
1406,Italy,Serie A,27-08-2022,Salernitana,4,0,Sampdoria
1407,Italy,Serie A,08-10-2022,Salernitana,2,1,Verona
1408,Italy,Serie A,21-10-2022,Salernitana,1,0,Spezia
1409,Italy,Serie A,07-01-2023,Salernitana,1,1,Torino
1410,Italy,Serie A,21-04-2023,Salernitana,3,0,Sassuolo
1411,Italy,Serie A,26-05-2023,Salernitana,3,2,Udinese
1412,Italy,Serie A,19-08-2022,Udinese,0,0,Salernitana
1413,Italy,Serie A,01-10-2022,Sassuolo,5,0,Salernitana
1414,Italy,Serie A,12-02-2023,Verona,1,0,Salernitana
1415,Italy,Serie A,04-03-2023,Sampdoria,0,0,Salernitana
1416,Italy,Serie A,01-04-2023,Spezia,1,1,Salernitana
1417,Italy,Serie A,15-04-2023,Torino,1,1,Salernitana
1418,Italy,Serie A,21-01-2023,Sampdoria,0,1,Udinese
1419,Italy,Serie A,18-03-2023,Sampdoria,3,1,Verona
1420,Italy,Serie A,21-04-2023,Sampdoria,1,1,Spezia
1421,Italy,Serie A,02-05-2023,Sampdoria,0,2,Torino
1422,Italy,Serie A,25-05-2023,Sampdoria,2,2,Sassuolo
1423,Italy,Serie A,03-09-2022,Verona,2,1,Sampdoria
1424,Italy,Serie A,16-09-2022,Spezia,2,1,Sampdoria
1425,Italy,Serie A,08-11-2022,Torino,2,0,Sampdoria
1426,Italy,Serie A,03-01-2023,Sassuolo,1,2,Sampdoria
1427,Italy,Serie A,07-05-2023,Udinese,2,0,Sampdoria
1428,Italy,Serie A,10-09-2022,Sassuolo,1,3,Udinese
1429,Italy,Serie A,23-10-2022,Sassuolo,2,1,Verona
1430,Italy,Serie A,16-03-2023,Sassuolo,1,0,Spezia
1431,Italy,Serie A,02-04-2023,Sassuolo,1,1,Torino
1432,Italy,Serie A,26-08-2022,Spezia,2,2,Sassuolo
1433,Italy,Serie A,16-09-2022,Torino,0,1,Sassuolo
1434,Italy,Serie A,11-02-2023,Udinese,2,2,Sassuolo
