,Country,League,Date,Local,Local Goals,Away Goals,Away
1435,Italy,Serie A,07-04-2023,Verona,2,1,Sassuolo
1436,Italy,Serie A,07-11-2022,Spezia,1,1,Udinese
1437,Italy,Serie A,04-03-2023,Spezia,0,0,Verona
1438,Italy,Serie A,26-05-2023,Spezia,0,4,Torino
1439,Italy,Serie A,10-06-2023,Spezia,1,3,Verona
1440,Italy,Serie A,12-11-2022,Verona,1,2,Spezia
1441,Italy,Serie A,14-01-2023,Torino,0,1,Spezia
1442,Italy,Serie A,25-02-2023,Udinese,2,2,Spezia
1443,Italy,Serie A,03-01-2023,Torino,1,1,Verona
1444,Italy,Serie A,04-02-2023,Torino,1,0,Udinese
1445,Italy,Serie A,22-10-2022,Udinese,1,2,Torino
1446,Italy,Serie A,13-05-2023,Verona,0,1,Torino
1447,Italy,Serie A,29-01-2023,Udinese,1,1,Verona
1448,Italy,Serie A,02-10-2022,Verona,1,2,Udinese
1449,France,Ligue 1,13-08-2022,Ajaccio,0,0,Lens
1450,France,Ligue 1,25-08-2022,Ajaccio,1,3,Lille
1451,France,Ligue 1,03-09-2022,Ajaccio,0,1,Lorient
1452,France,Ligue 1,10-09-2022,Ajaccio,0,1,Nice
1453,France,Ligue 1,01-10-2022,Ajaccio,1,3,Clermont
1454,France,Ligue 1,20-10-2022,Ajaccio,0,3,Paris SG
1455,France,Ligue 1,04-11-2022,Ajaccio,4,2,Strasbourg
1456,France,Ligue 1,27-12-2022,Ajaccio,1,0,Angers
1457,France,Ligue 1,10-01-2023,Ajaccio,0,1,Reims
1458,France,Ligue 1,28-01-2023,Ajaccio,0,2,Lyon
1459,France,Ligue 1,04-02-2023,Ajaccio,0,2,Nantes
1460,France,Ligue 1,25-02-2023,Ajaccio,2,1,Troyes
1461,France,Ligue 1,11-03-2023,Ajaccio,0,1,Montpellier
1462,France,Ligue 1,18-03-2023,Ajaccio,0,2,Monaco
1463,France,Ligue 1,08-04-2023,Ajaccio,0,3,Auxerre
1464,France,Ligue 1,22-04-2023,Ajaccio,0,0,Brest
1465,France,Ligue 1,06-05-2023,Ajaccio,0,0,Toulouse
1466,France,Ligue 1,20-05-2023,Ajaccio,0,5,Rennes
1467,France,Ligue 1,02-06-2023,Ajaccio,1,0,Marseille
1468,France,Ligue 1,04-08-2022,Lyon,2,1,Ajaccio
1469,France,Ligue 1,20-08-2022,Rennes,2,1,Ajaccio
1470,France,Ligue 1,30-08-2022,Montpellier,2,0,Ajaccio
1471,France,Ligue 1,17-09-2022,Brest,0,1,Ajaccio
1472,France,Ligue 1,07-10-2022,Marseille,1,2,Ajaccio
1473,France,Ligue 1,15-10-2022,Troyes,1,1,Ajaccio
1474,France,Ligue 1,29-10-2022,Auxerre,1,0,Ajaccio
1475,France,Ligue 1,12-11-2022,Nantes,2,2,Ajaccio
1476,France,Ligue 1,31-12-2022,Toulouse,2,0,Ajaccio
1477,France,Ligue 1,14-01-2023,Monaco,7,1,Ajaccio
1478,France,Ligue 1,31-01-2023,Angers,1,2,Ajaccio
1479,France,Ligue 1,09-02-2023,Nice,3,0,Ajaccio
1480,France,Ligue 1,18-02-2023,Lorient,3,0,Ajaccio
1481,France,Ligue 1,04-03-2023,Reims,1,0,Ajaccio
1482,France,Ligue 1,01-04-2023,Clermont,2,1,Ajaccio
1483,France,Ligue 1,15-04-2023,Strasbourg,3,1,Ajaccio
1484,France,Ligue 1,28-04-2023,Lille,3,0,Ajaccio
1485,France,Ligue 1,12-05-2023,Paris SG,5,0,Ajaccio
1486,France,Ligue 1,26-05-2023,Lens,3,0,Ajaccio
1487,France,Ligue 1,06-08-2022,Angers,0,0,Nantes
1488,France,Ligue 1,20-08-2022,Angers,1,3,Brest
1489,France,Ligue 1,30-08-2022,Angers,2,4,Reims
1490,France,Ligue 1,10-09-2022,Angers,2,1,Montpellier
1491,France,Ligue 1,29-09-2022,Angers,0,3,Marseille
1492,France,Ligue 1,08-10-2022,Angers,2,3,Strasbourg
1493,France,Ligue 1,22-10-2022,Angers,1,2,Rennes
1494,France,Ligue 1,04-11-2022,Angers,1,2,Lens
1495,France,Ligue 1,31-12-2022,Angers,1,2,Lorient
1496,France,Ligue 1,14-01-2023,Angers,1,2,Clermont
1497,France,Ligue 1,11-02-2023,Angers,1,1,Auxerre
1498,France,Ligue 1,24-02-2023,Angers,1,3,Lyon
1499,France,Ligue 1,11-03-2023,Angers,0,2,Toulouse
1500,France,Ligue 1,01-04-2023,Angers,1,1,Nice
1501,France,Ligue 1,07-04-2023,Angers,1,0,Lille
1502,France,Ligue 1,20-04-2023,Angers,1,2,Paris SG
1503,France,Ligue 1,06-05-2023,Angers,1,2,Monaco
1504,France,Ligue 1,26-05-2023,Angers,2,1,Troyes
1505,France,Ligue 1,13-08-2022,Auxerre,2,2,Angers
1506,France,Ligue 1,27-08-2022,Troyes,3,1,Angers
1507,France,Ligue 1,02-09-2022,Lyon,5,0,Angers
1508,France,Ligue 1,17-09-2022,Nice,0,1,Angers
1509,France,Ligue 1,15-10-2022,Toulouse,3,2,Angers
1510,France,Ligue 1,29-10-2022,Monaco,2,0,Angers
1511,France,Ligue 1,12-11-2022,Lille,1,0,Angers
1512,France,Ligue 1,10-01-2023,Paris SG,2,0,Angers
1513,France,Ligue 1,28-01-2023,Brest,4,0,Angers
1514,France,Ligue 1,04-02-2023,Lorient,0,0,Angers
1515,France,Ligue 1,17-02-2023,Strasbourg,2,1,Angers
1516,France,Ligue 1,04-03-2023,Montpellier,5,0,Angers
1517,France,Ligue 1,17-03-2023,Lens,3,0,Angers
1518,France,Ligue 1,15-04-2023,Clermont,2,1,Angers
1519,France,Ligue 1,29-04-2023,Rennes,4,2,Angers
1520,France,Ligue 1,13-05-2023,Marseille,3,1,Angers
1521,France,Ligue 1,20-05-2023,Reims,2,2,Angers
1522,France,Ligue 1,02-06-2023,Nantes,1,0,Angers
1523,France,Ligue 1,26-08-2022,Auxerre,1,0,Strasbourg
1524,France,Ligue 1,02-09-2022,Auxerre,0,2,Marseille
1525,France,Ligue 1,15-09-2022,Auxerre,1,3,Lorient
1526,France,Ligue 1,01-10-2022,Auxerre,1,1,Brest
1527,France,Ligue 1,15-10-2022,Auxerre,1,1,Nice
1528,France,Ligue 1,27-12-2022,Auxerre,2,3,Monaco
1529,France,Ligue 1,10-01-2023,Auxerre,0,5,Toulouse
1530,France,Ligue 1,28-01-2023,Auxerre,0,2,Montpellier
1531,France,Ligue 1,04-02-2023,Auxerre,0,0,Reims
1532,France,Ligue 1,16-02-2023,Auxerre,2,1,Lyon
1533,France,Ligue 1,10-03-2023,Auxerre,0,0,Rennes
1534,France,Ligue 1,31-03-2023,Auxerre,1,0,Troyes
1535,France,Ligue 1,15-04-2023,Auxerre,2,1,Nantes
1536,France,Ligue 1,21-04-2023,Auxerre,1,1,Lille
1537,France,Ligue 1,06-05-2023,Auxerre,1,1,Clermont
1538,France,Ligue 1,20-05-2023,Auxerre,1,2,Paris SG
1539,France,Ligue 1,02-06-2023,Auxerre,1,3,Lens
1540,France,Ligue 1,06-08-2022,Lille,4,1,Auxerre
1541,France,Ligue 1,20-08-2022,Montpellier,1,2,Auxerre
1542,France,Ligue 1,30-08-2022,Lyon,2,1,Auxerre
1543,France,Ligue 1,10-09-2022,Rennes,5,0,Auxerre
1544,France,Ligue 1,08-10-2022,Clermont,2,1,Auxerre
1545,France,Ligue 1,22-10-2022,Reims,2,1,Auxerre
1546,France,Ligue 1,03-11-2022,Troyes,1,1,Auxerre
1547,France,Ligue 1,12-11-2022,Paris SG,5,0,Auxerre
1548,France,Ligue 1,31-12-2022,Nantes,1,0,Auxerre
1549,France,Ligue 1,13-01-2023,Lens,1,0,Auxerre
1550,France,Ligue 1,31-01-2023,Monaco,3,2,Auxerre
1551,France,Ligue 1,25-02-2023,Lorient,0,1,Auxerre
1552,France,Ligue 1,02-03-2023,Nice,1,1,Auxerre
1553,France,Ligue 1,18-03-2023,Strasbourg,2,0,Auxerre
1554,France,Ligue 1,29-04-2023,Marseille,2,1,Auxerre
1555,France,Ligue 1,13-05-2023,Brest,1,0,Auxerre
1556,France,Ligue 1,26-05-2023,Toulouse,1,1,Auxerre
1557,France,Ligue 1,13-08-2022,Brest,1,1,Marseille
1558,France,Ligue 1,27-08-2022,Brest,0,7,Montpellier
1559,France,Ligue 1,03-09-2022,Brest,1,1,Strasbourg
1560,France,Ligue 1,08-10-2022,Brest,1,2,Lorient
1561,France,Ligue 1,29-10-2022,Brest,0,0,Reims
1562,France,Ligue 1,12-11-2022,Brest,2,1,Troyes
1563,France,Ligue 1,27-12-2022,Brest,2,4,Lyon
1564,France,Ligue 1,10-01-2023,Brest,0,0,Lille
1565,France,Ligue 1,04-02-2023,Brest,1,1,Lens
1566,France,Ligue 1,18-02-2023,Brest,1,2,Monaco
1567,France,Ligue 1,10-03-2023,Brest,1,2,Paris SG
1568,France,Ligue 1,01-04-2023,Brest,3,1,Toulouse
1569,France,Ligue 1,15-04-2023,Brest,1,0,Nice
1570,France,Ligue 1,02-05-2023,Brest,2,0,Nantes
1571,France,Ligue 1,20-05-2023,Brest,2,1,Clermont
1572,France,Ligue 1,02-06-2023,Brest,1,2,Rennes
1573,France,Ligue 1,06-08-2022,Lens,3,2,Brest
1574,France,Ligue 1,30-08-2022,Rennes,3,1,Brest
1575,France,Ligue 1,09-09-2022,Paris SG,1,0,Brest
1576,France,Ligue 1,15-10-2022,Nantes,4,1,Brest
1577,France,Ligue 1,22-10-2022,Clermont,1,3,Brest
1578,France,Ligue 1,05-11-2022,Nice,1,0,Brest
1579,France,Ligue 1,31-12-2022,Monaco,1,0,Brest
1580,France,Ligue 1,14-01-2023,Toulouse,1,1,Brest
1581,France,Ligue 1,31-01-2023,Lyon,0,0,Brest
1582,France,Ligue 1,11-02-2023,Montpellier,3,0,Brest
1583,France,Ligue 1,23-02-2023,Lille,2,1,Brest
1584,France,Ligue 1,04-03-2023,Strasbourg,0,1,Brest
1585,France,Ligue 1,18-03-2023,Troyes,2,2,Brest
1586,France,Ligue 1,08-04-2023,Reims,1,1,Brest
1587,France,Ligue 1,06-05-2023,Lorient,2,1,Brest
1588,France,Ligue 1,26-05-2023,Marseille,1,2,Brest
1589,France,Ligue 1,05-08-2022,Clermont,0,5,Paris SG
1590,France,Ligue 1,20-08-2022,Clermont,1,0,Nice
1591,France,Ligue 1,03-09-2022,Clermont,2,0,Toulouse
1592,France,Ligue 1,17-09-2022,Clermont,1,3,Troyes
1593,France,Ligue 1,05-11-2022,Clermont,1,1,Montpellier
1594,France,Ligue 1,27-12-2022,Clermont,0,2,Lille
1595,France,Ligue 1,10-01-2023,Clermont,2,1,Rennes
1596,France,Ligue 1,28-01-2023,Clermont,0,0,Nantes
1597,France,Ligue 1,04-02-2023,Clermont,0,2,Monaco
1598,France,Ligue 1,10-02-2023,Clermont,0,2,Marseille
1599,France,Ligue 1,25-02-2023,Clermont,1,1,Strasbourg
1600,France,Ligue 1,11-03-2023,Clermont,0,4,Lens
1601,France,Ligue 1,29-04-2023,Clermont,1,0,Reims
1602,France,Ligue 1,13-05-2023,Clermont,2,1,Lyon
1603,France,Ligue 1,26-05-2023,Clermont,2,0,Lorient
1604,France,Ligue 1,13-08-2022,Reims,2,4,Clermont
1605,France,Ligue 1,27-08-2022,Lorient,2,1,Clermont
1606,France,Ligue 1,30-08-2022,Marseille,1,0,Clermont
1607,France,Ligue 1,10-09-2022,Strasbourg,0,0,Clermont
1608,France,Ligue 1,15-10-2022,Monaco,1,1,Clermont
1609,France,Ligue 1,29-10-2022,Nantes,1,1,Clermont
1610,France,Ligue 1,11-11-2022,Lens,2,1,Clermont
1611,France,Ligue 1,31-12-2022,Lyon,0,1,Clermont
1612,France,Ligue 1,31-01-2023,Lille,0,0,Clermont
1613,France,Ligue 1,18-02-2023,Rennes,2,0,Clermont
1614,France,Ligue 1,04-03-2023,Toulouse,0,1,Clermont
1615,France,Ligue 1,18-03-2023,Montpellier,2,1,Clermont
1616,France,Ligue 1,08-04-2023,Troyes,0,2,Clermont
1617,France,Ligue 1,22-04-2023,Nice,1,2,Clermont
1618,France,Ligue 1,02-06-2023,Paris SG,2,3,Clermont
1619,France,Ligue 1,26-08-2022,Lens,2,1,Rennes
1620,France,Ligue 1,30-08-2022,Lens,5,2,Lorient
1621,France,Ligue 1,08-09-2022,Lens,1,0,Troyes
1622,France,Ligue 1,01-10-2022,Lens,1,0,Lyon
1623,France,Ligue 1,14-10-2022,Lens,1,0,Montpellier
1624,France,Ligue 1,27-10-2022,Lens,3,0,Toulouse
1625,France,Ligue 1,31-12-2022,Lens,3,1,Paris SG
1626,France,Ligue 1,31-01-2023,Lens,0,1,Nice
1627,France,Ligue 1,18-02-2023,Lens,3,1,Nantes
1628,France,Ligue 1,03-03-2023,Lens,1,1,Lille
1629,France,Ligue 1,06-04-2023,Lens,2,1,Strasbourg
1630,France,Ligue 1,21-04-2023,Lens,3,0,Monaco
1631,France,Ligue 1,05-05-2023,Lens,2,1,Marseille
1632,France,Ligue 1,11-05-2023,Lens,2,1,Reims
1633,France,Ligue 1,19-08-2022,Monaco,1,4,Lens
1634,France,Ligue 1,03-09-2022,Reims,1,1,Lens
1635,France,Ligue 1,17-09-2022,Nantes,0,0,Lens
1636,France,Ligue 1,08-10-2022,Lille,1,0,Lens
1637,France,Ligue 1,21-10-2022,Marseille,0,1,Lens
1638,France,Ligue 1,28-12-2022,Nice,0,0,Lens
1639,France,Ligue 1,10-01-2023,Strasbourg,2,2,Lens
1640,France,Ligue 1,27-01-2023,Troyes,1,1,Lens
1641,France,Ligue 1,11-02-2023,Lyon,2,1,Lens
1642,France,Ligue 1,24-02-2023,Montpellier,1,1,Lens
1643,France,Ligue 1,31-03-2023,Rennes,0,1,Lens
1644,France,Ligue 1,14-04-2023,Paris SG,3,1,Lens
1645,France,Ligue 1,01-05-2023,Toulouse,0,1,Lens
1646,France,Ligue 1,20-05-2023,Lorient,1,3,Lens
1647,France,Ligue 1,20-08-2022,Lille,1,7,Paris SG
1648,France,Ligue 1,30-08-2022,Lille,1,2,Nice
1649,France,Ligue 1,16-09-2022,Lille,2,1,Toulouse
1650,France,Ligue 1,22-10-2022,Lille,4,3,Monaco
1651,France,Ligue 1,05-11-2022,Lille,1,1,Rennes
1652,France,Ligue 1,01-01-2023,Lille,1,1,Reims
1653,France,Ligue 1,14-01-2023,Lille,5,1,Troyes
1654,France,Ligue 1,11-02-2023,Lille,2,0,Strasbourg
1655,France,Ligue 1,09-03-2023,Lille,3,3,Lyon
1656,France,Ligue 1,01-04-2023,Lille,3,1,Lorient
1657,France,Ligue 1,15-04-2023,Lille,2,1,Montpellier
1658,France,Ligue 1,19-05-2023,Lille,2,1,Marseille
1659,France,Ligue 1,26-05-2023,Lille,2,1,Nantes
1660,France,Ligue 1,11-08-2022,Nantes,1,1,Lille
1661,France,Ligue 1,03-09-2022,Montpellier,1,3,Lille
1662,France,Ligue 1,09-09-2022,Marseille,2,1,Lille
1663,France,Ligue 1,01-10-2022,Lorient,2,1,Lille
1664,France,Ligue 1,13-10-2022,Strasbourg,0,3,Lille
1665,France,Ligue 1,29-10-2022,Lyon,1,0,Lille
1666,France,Ligue 1,28-01-2023,Nice,1,0,Lille
1667,France,Ligue 1,03-02-2023,Rennes,1,3,Lille
1668,France,Ligue 1,18-02-2023,Paris SG,4,3,Lille
1669,France,Ligue 1,17-03-2023,Toulouse,0,2,Lille
1670,France,Ligue 1,05-05-2023,Reims,1,0,Lille
1671,France,Ligue 1,13-05-2023,Monaco,0,0,Lille
1672,France,Ligue 1,02-06-2023,Troyes,1,1,Lille
1673,France,Ligue 1,06-09-2022,Lorient,3,1,Lyon
1674,France,Ligue 1,10-09-2022,Lorient,3,2,Nantes
1675,France,Ligue 1,14-10-2022,Lorient,0,0,Reims
1676,France,Ligue 1,29-10-2022,Lorient,1,2,Nice
1677,France,Ligue 1,05-11-2022,Lorient,1,2,Paris SG
1678,France,Ligue 1,28-12-2022,Lorient,0,2,Montpellier
1679,France,Ligue 1,10-01-2023,Lorient,2,2,Monaco
1680,France,Ligue 1,26-01-2023,Lorient,2,1,Rennes
1681,France,Ligue 1,11-03-2023,Lorient,2,0,Troyes
1682,France,Ligue 1,08-04-2023,Lorient,0,0,Marseille
1683,France,Ligue 1,22-04-2023,Lorient,0,1,Toulouse
1684,France,Ligue 1,02-06-2023,Lorient,2,1,Strasbourg
1685,France,Ligue 1,06-08-2022,Rennes,0,1,Lorient
1686,France,Ligue 1,20-08-2022,Toulouse,2,2,Lorient
1687,France,Ligue 1,22-10-2022,Troyes,2,2,Lorient
1688,France,Ligue 1,12-11-2022,Strasbourg,1,1,Lorient
1689,France,Ligue 1,13-01-2023,Marseille,3,1,Lorient
1690,France,Ligue 1,31-01-2023,Reims,4,2,Lorient
1691,France,Ligue 1,11-02-2023,Nantes,1,0,Lorient
1692,France,Ligue 1,04-03-2023,Lyon,0,0,Lorient
1693,France,Ligue 1,18-03-2023,Nice,1,1,Lorient
1694,France,Ligue 1,15-04-2023,Monaco,3,1,Lorient
1695,France,Ligue 1,29-04-2023,Paris SG,1,3,Lorient
1696,France,Ligue 1,13-05-2023,Montpellier,1,1,Lorient
1697,France,Ligue 1,18-08-2022,Lyon,4,1,Troyes
1698,France,Ligue 1,17-09-2022,Lyon,0,1,Paris SG
1699,France,Ligue 1,06-10-2022,Lyon,1,1,Toulouse
1700,France,Ligue 1,10-11-2022,Lyon,1,1,Nice
1701,France,Ligue 1,13-01-2023,Lyon,1,2,Strasbourg
1702,France,Ligue 1,16-03-2023,Lyon,1,1,Nantes
1703,France,Ligue 1,08-04-2023,Lyon,3,1,Rennes
1704,France,Ligue 1,22-04-2023,Lyon,1,2,Marseille
1705,France,Ligue 1,06-05-2023,Lyon,5,4,Montpellier
1706,France,Ligue 1,18-05-2023,Lyon,3,1,Monaco
1707,France,Ligue 1,26-05-2023,Lyon,3,0,Reims
1708,France,Ligue 1,27-08-2022,Reims,1,1,Lyon
1709,France,Ligue 1,10-09-2022,Monaco,2,1,Lyon
1710,France,Ligue 1,15-10-2022,Rennes,3,2,Lyon
1711,France,Ligue 1,21-10-2022,Montpellier,1,2,Lyon
1712,France,Ligue 1,05-11-2022,Marseille,1,0,Lyon
1713,France,Ligue 1,10-01-2023,Nantes,0,0,Lyon
1714,France,Ligue 1,03-02-2023,Troyes,1,3,Lyon
1715,France,Ligue 1,01-04-2023,Paris SG,0,1,Lyon
1716,France,Ligue 1,13-04-2023,Toulouse,1,2,Lyon
1717,France,Ligue 1,27-04-2023,Strasbourg,1,2,Lyon
1718,France,Ligue 1,02-06-2023,Nice,3,1,Lyon
1719,France,Ligue 1,06-08-2022,Marseille,4,1,Reims
1720,France,Ligue 1,19-08-2022,Marseille,2,1,Nantes
1721,France,Ligue 1,17-09-2022,Marseille,1,1,Rennes
1722,France,Ligue 1,28-12-2022,Marseille,6,1,Toulouse
1723,France,Ligue 1,27-01-2023,Marseille,1,1,Monaco
1724,France,Ligue 1,04-02-2023,Marseille,1,3,Nice
1725,France,Ligue 1,25-02-2023,Marseille,0,3,Paris SG
1726,France,Ligue 1,11-03-2023,Marseille,2,2,Strasbourg
1727,France,Ligue 1,30-03-2023,Marseille,1,1,Montpellier
1728,France,Ligue 1,15-04-2023,Marseille,3,1,Troyes
1729,France,Ligue 1,27-08-2022,Nice,0,3,Marseille
1730,France,Ligue 1,15-10-2022,Paris SG,1,0,Marseille
1731,France,Ligue 1,28-10-2022,Strasbourg,2,2,Marseille
1732,France,Ligue 1,12-11-2022,Monaco,2,3,Marseille
1733,France,Ligue 1,01-01-2023,Montpellier,1,2,Marseille
1734,France,Ligue 1,10-01-2023,Troyes,0,2,Marseille
1735,France,Ligue 1,31-01-2023,Nantes,0,2,Marseille
1736,France,Ligue 1,18-02-2023,Toulouse,2,3,Marseille
1737,France,Ligue 1,04-03-2023,Rennes,0,1,Marseille
1738,France,Ligue 1,18-03-2023,Reims,1,2,Marseille
1739,France,Ligue 1,12-08-2022,Monaco,1,1,Rennes
1740,France,Ligue 1,30-08-2022,Monaco,2,4,Troyes
1741,France,Ligue 1,01-10-2022,Monaco,4,1,Nantes
1742,France,Ligue 1,10-02-2023,Monaco,3,1,Paris SG
1743,France,Ligue 1,25-02-2023,Monaco,0,3,Nice
1744,France,Ligue 1,11-03-2023,Monaco,0,1,Reims
1745,France,Ligue 1,01-04-2023,Monaco,4,3,Strasbourg
1746,France,Ligue 1,29-04-2023,Monaco,0,4,Montpellier
1747,France,Ligue 1,02-06-2023,Monaco,1,2,Toulouse
1748,France,Ligue 1,05-08-2022,Strasbourg,1,2,Monaco
1749,France,Ligue 1,27-08-2022,Paris SG,1,1,Monaco
1750,France,Ligue 1,03-09-2022,Nice,0,1,Monaco
1751,France,Ligue 1,17-09-2022,Reims,0,3,Monaco
1752,France,Ligue 1,08-10-2022,Montpellier,0,2,Monaco
1753,France,Ligue 1,05-11-2022,Toulouse,0,2,Monaco
1754,France,Ligue 1,04-03-2023,Troyes,2,2,Monaco
1755,France,Ligue 1,08-04-2023,Nantes,2,2,Monaco
1756,France,Ligue 1,26-05-2023,Rennes,2,0,Monaco
1757,France,Ligue 1,06-08-2022,Montpellier,3,2,Troyes
1758,France,Ligue 1,16-09-2022,Montpellier,2,1,Strasbourg
1759,France,Ligue 1,12-11-2022,Montpellier,1,1,Reims
1760,France,Ligue 1,14-01-2023,Montpellier,0,3,Nantes
1761,France,Ligue 1,31-01-2023,Montpellier,1,3,Paris SG
1762,France,Ligue 1,08-04-2023,Montpellier,1,2,Toulouse
1763,France,Ligue 1,22-04-2023,Montpellier,1,0,Rennes
1764,France,Ligue 1,26-05-2023,Montpellier,2,3,Nice
1765,France,Ligue 1,12-08-2022,Paris SG,5,2,Montpellier
1766,France,Ligue 1,01-10-2022,Toulouse,4,2,Montpellier
1767,France,Ligue 1,29-10-2022,Rennes,3,0,Montpellier
1768,France,Ligue 1,10-01-2023,Nice,6,1,Montpellier
1769,France,Ligue 1,04-02-2023,Strasbourg,2,0,Montpellier
1770,France,Ligue 1,18-02-2023,Troyes,0,1,Montpellier
1771,France,Ligue 1,19-05-2023,Nantes,0,3,Montpellier
1772,France,Ligue 1,02-06-2023,Reims,1,3,Montpellier
1773,France,Ligue 1,27-08-2022,Nantes,3,1,Toulouse
1774,France,Ligue 1,02-09-2022,Nantes,0,3,Paris SG
1775,France,Ligue 1,25-02-2023,Nantes,0,1,Rennes
1776,France,Ligue 1,11-03-2023,Nantes,2,2,Nice
1777,France,Ligue 1,01-04-2023,Nantes,0,3,Reims
1778,France,Ligue 1,22-04-2023,Nantes,2,2,Troyes
1779,France,Ligue 1,06-05-2023,Nantes,0,2,Strasbourg
1780,France,Ligue 1,30-08-2022,Strasbourg,1,1,Nantes
1781,France,Ligue 1,08-10-2022,Rennes,3,0,Nantes
1782,France,Ligue 1,22-10-2022,Nice,1,1,Nantes
1783,France,Ligue 1,05-11-2022,Reims,1,0,Nantes
1784,France,Ligue 1,27-12-2022,Troyes,0,0,Nantes
1785,France,Ligue 1,03-03-2023,Paris SG,4,2,Nantes
1786,France,Ligue 1,13-05-2023,Toulouse,0,0,Nantes
1787,France,Ligue 1,13-08-2022,Nice,1,1,Strasbourg
1788,France,Ligue 1,08-10-2022,Nice,3,2,Troyes
1789,France,Ligue 1,17-02-2023,Nice,0,0,Reims
1790,France,Ligue 1,07-04-2023,Nice,0,2,Paris SG
1791,France,Ligue 1,05-05-2023,Nice,2,1,Rennes
1792,France,Ligue 1,20-05-2023,Nice,0,0,Toulouse
1793,France,Ligue 1,06-08-2022,Toulouse,1,1,Nice
1794,France,Ligue 1,30-09-2022,Paris SG,2,1,Nice
1795,France,Ligue 1,01-01-2023,Rennes,2,1,Nice
1796,France,Ligue 1,14-01-2023,Reims,0,0,Nice
1797,France,Ligue 1,29-04-2023,Troyes,0,1,Nice
1798,France,Ligue 1,12-05-2023,Strasbourg,2,0,Nice
1799,France,Ligue 1,28-10-2022,Paris SG,4,3,Troyes
1800,France,Ligue 1,27-12-2022,Paris SG,2,1,Strasbourg
1801,France,Ligue 1,28-01-2023,Paris SG,1,1,Reims
1802,France,Ligue 1,03-02-2023,Paris SG,2,1,Toulouse
1803,France,Ligue 1,18-03-2023,Paris SG,0,2,Rennes
1804,France,Ligue 1,30-08-2022,Toulouse,0,3,Paris SG
1805,France,Ligue 1,07-10-2022,Reims,0,0,Paris SG
1806,France,Ligue 1,14-01-2023,Rennes,1,0,Paris SG
1807,France,Ligue 1,06-05-2023,Troyes,1,3,Paris SG
1808,France,Ligue 1,26-05-2023,Strasbourg,1,1,Paris SG
1809,France,Ligue 1,28-12-2022,Reims,3,1,Rennes
1810,France,Ligue 1,11-02-2023,Reims,4,0,Troyes
1811,France,Ligue 1,25-02-2023,Reims,3,0,Toulouse
1812,France,Ligue 1,22-04-2023,Reims,0,2,Strasbourg
1813,France,Ligue 1,20-08-2022,Strasbourg,1,1,Reims
1814,France,Ligue 1,10-09-2022,Toulouse,1,0,Reims
1815,France,Ligue 1,01-10-2022,Troyes,2,2,Reims
1816,France,Ligue 1,14-04-2023,Rennes,3,0,Reims
1817,France,Ligue 1,11-11-2022,Rennes,2,1,Toulouse
1818,France,Ligue 1,31-01-2023,Rennes,3,0,Strasbourg
1819,France,Ligue 1,13-05-2023,Rennes,4,0,Troyes
1820,France,Ligue 1,03-09-2022,Troyes,1,1,Rennes
1821,France,Ligue 1,30-09-2022,Strasbourg,1,3,Rennes
1822,France,Ligue 1,11-02-2023,Toulouse,3,1,Rennes
1823,France,Ligue 1,01-01-2023,Strasbourg,2,3,Troyes
1824,France,Ligue 1,28-01-2023,Strasbourg,1,2,Toulouse
1825,France,Ligue 1,22-10-2022,Toulouse,2,2,Strasbourg
1826,France,Ligue 1,20-05-2023,Troyes,1,1,Strasbourg
1827,France,Ligue 1,31-01-2023,Toulouse,4,1,Troyes
1828,France,Ligue 1,13-08-2022,Troyes,0,3,Toulouse
